Continent,Country,Pivot Field Names,Year,Pivot Field Values,Rank
Asia,Turkmenistan,Government trust,2020,0.03350389,95
Asia,Turkmenistan,Health (Life Expectancy),2020,0.612448037,95
Asia,Turkmenistan,Score,2020,5.119100094,95
Europe,Bulgaria,Economy,2020,1.046554685,96
Europe,Bulgaria,Family,2020,1.460578918,96
Europe,Bulgaria,Freedom,2020,0.417820066,96
Europe,Bulgaria,Generosity,2020,0.103833713,96
Europe,Bulgaria,Government trust,2020,0,96
Europe,Bulgaria,Health (Life Expectancy),2020,0.777776897,96
Europe,Bulgaria,Score,2020,5.101500034,96
Africa,Morocco,Economy,2020,0.75862211,97
Africa,Morocco,Family,2020,0.645208478,97
Africa,Morocco,Freedom,2020,0.450054139,97
Africa,Morocco,Generosity,2020,0.040032551,97
Africa,Morocco,Government trust,2020,0.077385604,97
Africa,Morocco,Health (Life Expectancy),2020,0.745096922,97
Africa,Morocco,Score,2020,5.094799995,97
Africa,Cameroon,Economy,2020,0.503958046,98
Africa,Cameroon,Family,2020,0.89972645,98
Africa,Cameroon,Freedom,2020,0.439242482,98
Africa,Cameroon,Generosity,2020,0.198020101,98
Africa,Cameroon,Government trust,2020,0.054393422,98
Africa,Cameroon,Health (Life Expectancy),2020,0.270189553,98
Africa,Cameroon,Score,2020,5.084899902,98
South America,Venezuela,Economy,2020,0.770238638,99
South America,Venezuela,Family,2020,1.348546863,99
South America,Venezuela,Freedom,2020,0.271717221,99
South America,Venezuela,Generosity,2020,0.087179154,99
South America,Venezuela,Government trust,2020,0.063624777,99
South America,Venezuela,Health (Life Expectancy),2020,0.76702553,99
South America,Venezuela,Score,2020,5.053199768,99
Africa,Algeria,Economy,2020,0.943856001,100
Africa,Algeria,Family,2020,1.143003583,100
Africa,Algeria,Freedom,2020,0.083943799,100
Africa,Algeria,Generosity,2020,0.118915014,100
Africa,Algeria,Government trust,2020,0.129190654,100
Africa,Algeria,Health (Life Expectancy),2020,0.745418549,100
Africa,Algeria,Score,2020,5.005099773,100
Africa,Senegal,Economy,2020,0.504061818,101
Africa,Senegal,Family,2020,0.95459342,101
Africa,Senegal,Freedom,2020,0.352400899,101
Africa,Senegal,Generosity,2020,0.164397135,101
Africa,Senegal,Government trust,2020,0.081865937,101
Africa,Senegal,Health (Life Expectancy),2020,0.518391907,101
Africa,Senegal,Score,2020,4.980800152,101
Africa,Guinea,Economy,2020,0.390007734,102
Africa,Guinea,Family,2020,0.75136596,102
Africa,Guinea,Freedom,2020,0.371878058,102
Africa,Guinea,Generosity,2020,0.249490842,102
Africa,Guinea,Government trust,2020,0.112204559,102
Africa,Guinea,Health (Life Expectancy),2020,0.333655238,102
Africa,Guinea,Score,2020,4.949299812,102
Africa,Niger,Economy,2020,0.108330332,103
Africa,Niger,Family,2020,0.703800142,103
Africa,Niger,Freedom,2020,0.435311615,103
Africa,Niger,Generosity,2020,0.208176896,103
Africa,Niger,Government trust,2020,0.137554765,103
Africa,Niger,Health (Life Expectancy),2020,0.298816353,103
Africa,Niger,Score,2020,4.909599781,103
Asia,Laos,Economy,2020,0.714693844,104
Asia,Laos,Family,2020,0.987391889,104
Asia,Laos,Freedom,2020,0.612027287,104
Asia,Laos,Generosity,2020,0.27266711,104
Asia,Laos,Government trust,2020,0.194273964,104
Asia,Laos,Health (Life Expectancy),2020,0.486378282,104
Asia,Laos,Score,2020,4.888599873,104
Europe,Albania,Economy,2020,0.906653047,105
Europe,Albania,Family,2020,0.830483913,105
Europe,Albania,Freedom,2020,0.461945891,105
Europe,Albania,Generosity,2020,0.171027765,105
Europe,Albania,Government trust,2020,0.025361285,105
Europe,Albania,Health (Life Expectancy),2020,0.846329629,105
Europe,Albania,Score,2020,4.882699966,105
Asia,Cambodia,Economy,2020,0.544634938,106
Asia,Cambodia,Family,2020,1.071426034,106
Asia,Cambodia,Freedom,2020,0.674940348,106
Asia,Cambodia,Generosity,2020,0.233342081,106
Asia,Cambodia,Government trust,2020,0.072837502,106
Asia,Cambodia,Health (Life Expectancy),2020,0.587904334,106
Asia,Cambodia,Score,2020,4.848400116,106
Asia,Bangladesh,Economy,2020,0.556156278,107
Asia,Bangladesh,Family,2020,0.868800581,107
Asia,Bangladesh,Freedom,2020,0.604130566,107
Asia,Bangladesh,Generosity,2020,0.176745117,107
Asia,Bangladesh,Government trust,2020,0.176735908,107
Asia,Bangladesh,Health (Life Expectancy),2020,0.694940507,107
Asia,Bangladesh,Score,2020,4.832799911,107
Africa,Gabon,Economy,2020,0.988044381,108
Africa,Gabon,Family,2020,1.10639751,108
Africa,Gabon,Freedom,2020,0.369459897,108
Africa,Gabon,Generosity,2020,0.052013602,108
Africa,Gabon,Government trust,2020,0.055804539,108
Africa,Gabon,Health (Life Expectancy),2020,0.522574842,108
Africa,Gabon,Score,2020,4.829299927,108
Africa,South Africa,Economy,2020,0.902140439,109
Africa,South Africa,Family,2020,1.259086251,109
Africa,South Africa,Freedom,2020,0.43478182,109
Africa,South Africa,Generosity,2020,0.126406848,109
Africa,South Africa,Government trust,2020,0.05950214,109
Africa,South Africa,Health (Life Expectancy),2020,0.407034069,109
Africa,South Africa,Score,2020,4.814099789,109
Asia,Iraq,Economy,2020,0.982018709,110
Asia,Iraq,Family,2020,1.011466622,110
Asia,Iraq,Freedom,2020,0.283588052,110
Asia,Iraq,Generosity,2020,0.153002068,110
Asia,Iraq,Government trust,2020,0.073164992,110
Asia,Iraq,Health (Life Expectancy),2020,0.529350698,110
Asia,Iraq,Score,2020,4.784800053,110
Asia,Lebanon,Economy,2020,0.889232516,111
Asia,Lebanon,Family,2020,1.19249332,111
Asia,Lebanon,Freedom,2020,0.18551667,111
Asia,Lebanon,Generosity,2020,0.158524141,111
Asia,Lebanon,Government trust,2020,0.021518147,111
Asia,Lebanon,Health (Life Expectancy),2020,0.788671136,111
Asia,Lebanon,Score,2020,4.771500111,111
Africa,Burkina Faso,Economy,2020,0.302467644,112
Africa,Burkina Faso,Family,2020,0.9293859,112
Africa,Burkina Faso,Freedom,2020,0.322398156,112
Africa,Burkina Faso,Generosity,2020,0.186390609,112
Africa,Burkina Faso,Government trust,2020,0.126408055,112
Africa,Burkina Faso,Health (Life Expectancy),2020,0.312833875,112
Africa,Burkina Faso,Score,2020,4.768700123,112
Africa,Gambia,Economy,2020,0.256990552,113
Africa,Gambia,Family,2020,0.882678688,113
Africa,Gambia,Freedom,2020,0.403419524,113
Africa,Gambia,Generosity,2020,0.425989687,113
Africa,Gambia,Government trust,2020,0.158093795,113
Africa,Gambia,Health (Life Expectancy),2020,0.353247881,113
Africa,Gambia,Score,2020,4.750599861,113
Africa,Mali,Economy,2020,0.352462649,114
Africa,Mali,Family,2020,0.97314173,114
Africa,Mali,Freedom,2020,0.377534449,114
Africa,Mali,Generosity,2020,0.16966705,114
Africa,Mali,Government trust,2020,0.062146276,114
Africa,Mali,Health (Life Expectancy),2020,0.234981522,114
Africa,Mali,Score,2020,4.729300022,114
Africa,Nigeria,Economy,2020,0.645901859,115
Africa,Nigeria,Family,2020,0.986717939,115
Africa,Nigeria,Freedom,2020,0.435079455,115
Africa,Nigeria,Generosity,2020,0.221328124,115
Africa,Nigeria,Government trust,2020,0.047589935,115
Africa,Nigeria,Health (Life Expectancy),2020,0.167835936,115
Africa,Nigeria,Score,2020,4.724100113,115
Asia,Armenia,Economy,2020,0.808262408,116
Asia,Armenia,Family,2020,1.034576893,116
Asia,Armenia,Freedom,2020,0.378075808,116
Asia,Armenia,Generosity,2020,0.107225738,116
Asia,Armenia,Government trust,2020,0.104618184,116
Asia,Armenia,Health (Life Expectancy),2020,0.77585727,116
Asia,Armenia,Score,2020,4.676799774,116
Asia,Georgia,Economy,2020,0.847198069,117
Asia,Georgia,Family,2020,0.7311939,117
Asia,Georgia,Freedom,2020,0.485494107,117
Asia,Georgia,Generosity,2020,0.047609735,117
Asia,Georgia,Government trust,2020,0.174088076,117
Asia,Georgia,Health (Life Expectancy),2020,0.694657624,117
Asia,Georgia,Score,2020,4.672599792,117
Asia,Iran,Economy,2020,1.029322505,118
Asia,Iran,Family,2020,0.886271179,118
Asia,Iran,Freedom,2020,0.301195472,118
Asia,Iran,Generosity,2020,0.27697894,118
Asia,Iran,Government trust,2020,0.142651513,118
Asia,Iran,Health (Life Expectancy),2020,0.749053836,118
Asia,Iran,Score,2020,4.672399998,118
Asia,Jordan,Economy,2020,0.785179198,119
Asia,Jordan,Family,2020,1.140118599,119
Asia,Jordan,Freedom,2020,0.424855083,119
Asia,Jordan,Generosity,2020,0.091494769,119
Asia,Jordan,Government trust,2020,0.151878625,119
Asia,Jordan,Health (Life Expectancy),2020,0.777624726,119
Asia,Jordan,Score,2020,4.633399963,119
Africa,Mozambique,Economy,2020,0.178741366,120
Africa,Mozambique,Family,2020,0.955202878,120
Africa,Mozambique,Freedom,2020,0.56077534,120
Africa,Mozambique,Generosity,2020,0.220422104,120
Africa,Mozambique,Government trust,2020,0.163064316,120
Africa,Mozambique,Health (Life Expectancy),2020,0.324223638,120
Africa,Mozambique,Score,2020,4.623600006,120
Africa,Kenya,Economy,2020,0.476413399,121
Africa,Kenya,Family,2020,0.905077755,121
Africa,Kenya,Freedom,2020,0.519180536,121
Africa,Kenya,Generosity,2020,0.393902093,121
Africa,Kenya,Government trust,2020,0.067201078,121
Africa,Kenya,Health (Life Expectancy),2020,0.536312759,121
Africa,Kenya,Score,2020,4.583000183,121
Africa,Namibia,Economy,2020,0.84008199,122
Africa,Namibia,Family,2020,1.245738149,122
Africa,Namibia,Freedom,2020,0.444598973,122
Africa,Namibia,Generosity,2020,0.076454483,122
Africa,Namibia,Government trust,2020,0.054320343,122
Africa,Namibia,Health (Life Expectancy),2020,0.40687117,122
Africa,Namibia,Score,2020,4.571100235,122
Europe,Ukraine,Economy,2020,0.780434608,123
Europe,Ukraine,Family,2020,1.321316481,123
Europe,Ukraine,Freedom,2020,0.319423705,123
Europe,Ukraine,Generosity,2020,0.178551316,123
Europe,Ukraine,Government trust,2020,0.00965116,123
Europe,Ukraine,Health (Life Expectancy),2020,0.698674381,123
Europe,Ukraine,Score,2020,4.56069994,123
Africa,Liberia,Economy,2020,0.174103007,124
Africa,Liberia,Family,2020,0.920733929,124
Africa,Liberia,Freedom,2020,0.405943096,124
Africa,Liberia,Generosity,2020,0.226967871,124
Africa,Liberia,Government trust,2020,0.051139876,124
Africa,Liberia,Health (Life Expectancy),2020,0.392284274,124
Africa,Liberia,Score,2020,4.557899952,124
Asia,Palestinian Territories,Economy,2020,0.587819219,125
Asia,Palestinian Territories,Family,2020,1.194755554,125
Asia,Palestinian Territories,Freedom,2020,0.29870075,125
Asia,Palestinian Territories,Generosity,2020,0.091816261,125
Asia,Palestinian Territories,Government trust,2020,0.071913652,125
Asia,Palestinian Territories,Health (Life Expectancy),2020,0.613826573,125
Asia,Palestinian Territories,Score,2020,4.552800179,125
Africa,Uganda,Economy,2020,0.312337428,126
Africa,Uganda,Family,2020,1.052327394,126
Africa,Uganda,Freedom,2020,0.401682556,126
Africa,Uganda,Generosity,2020,0.264807373,126
Africa,Uganda,Government trust,2020,0.063818842,126
Africa,Uganda,Health (Life Expectancy),2020,0.378311664,126
Africa,Uganda,Score,2020,4.43200016,126
Africa,Chad,Economy,2020,0.302287489,127
Africa,Chad,Family,2020,0.739118278,127
Africa,Chad,Freedom,2020,0.228601769,127
Africa,Chad,Generosity,2020,0.210805088,127
Africa,Chad,Government trust,2020,0.085755408,127
Africa,Chad,Health (Life Expectancy),2020,0.1087441,127
Africa,Chad,Score,2020,4.422699928,127
Africa,Tunisia,Economy,2020,0.874742687,128
Africa,Tunisia,Family,2020,0.872167706,128
Africa,Tunisia,Freedom,2020,0.235860556,128
Africa,Tunisia,Generosity,2020,0.055881143,128
Africa,Tunisia,Government trust,2020,0.043899573,128
Africa,Tunisia,Health (Life Expectancy),2020,0.781156719,128
Africa,Tunisia,Score,2020,4.392199993,128
Africa,Mauritania,Economy,2020,0.539684892,129
Africa,Mauritania,Family,2020,1.113323569,129
Africa,Mauritania,Freedom,2020,0.185714483,129
Africa,Mauritania,Generosity,2020,0.128899664,129
Africa,Mauritania,Government trust,2020,0.122257635,129
Africa,Mauritania,Health (Life Expectancy),2020,0.425184816,129
Africa,Mauritania,Score,2020,4.374599934,129
Asia,Sri Lanka,Economy,2020,0.897986948,130
Asia,Sri Lanka,Family,2020,1.19494009,130
Asia,Sri Lanka,Freedom,2020,0.528632462,130
Asia,Sri Lanka,Generosity,2020,0.252666146,130
Asia,Sri Lanka,Government trust,2020,0.049444564,130
Asia,Sri Lanka,Health (Life Expectancy),2020,0.792036712,130
Asia,Sri Lanka,Score,2020,4.327000141,130
Africa,Democratic Republic of the Congo,Economy,2020,0.062487468,131
Africa,Democratic Republic of the Congo,Family,2020,0.833055019,131
Africa,Democratic Republic of the Congo,Freedom,2020,0.36462298,131
Africa,Democratic Republic of the Congo,Generosity,2020,0.254324883,131
Africa,Democratic Republic of the Congo,Government trust,2020,0.081466645,131
Africa,Democratic Republic of the Congo,Health (Life Expectancy),2020,0.277212054,131
Africa,Democratic Republic of the Congo,Score,2020,4.31099987,131
Africa,Swaziland,Economy,2020,0.827539742,132
Africa,Swaziland,Family,2020,1.064835191,132
Africa,Swaziland,Freedom,2020,0.299935788,132
Africa,Swaziland,Generosity,2020,0.067264833,132
Africa,Swaziland,Government trust,2020,0.146765873,132
Africa,Swaziland,Health (Life Expectancy),2020,0.215585828,132
Africa,Swaziland,Score,2020,4.308100224,132
Asia,Myanmar,Economy,2020,0.67809093,133
Asia,Myanmar,Family,2020,1.098178267,133
Asia,Myanmar,Freedom,2020,0.597478867,133
Asia,Myanmar,Generosity,2020,0.569813728,133
Asia,Myanmar,Government trust,2020,0.187530354,133
Asia,Myanmar,Health (Life Expectancy),2020,0.495443076,133
Asia,Myanmar,Score,2020,4.308000088,133
Africa,Comoros,Economy,2020,0.415620774,134
Africa,Comoros,Family,2020,0.723232806,134
Africa,Comoros,Freedom,2020,0.181028232,134
Africa,Comoros,Generosity,2020,0.258538276,134
Africa,Comoros,Government trust,2020,0.100048535,134
Africa,Comoros,Health (Life Expectancy),2020,0.437383324,134
Africa,Comoros,Score,2020,4.288599968,134
Africa,Togo,Economy,2020,0.268116266,135
Africa,Togo,Family,2020,0.547622859,135
Africa,Togo,Freedom,2020,0.303539038,135
Africa,Togo,Generosity,2020,0.200774252,135
Africa,Togo,Government trust,2020,0.114826456,135
Africa,Togo,Health (Life Expectancy),2020,0.342731178,135
Africa,Togo,Score,2020,4.187200069,135
Africa,Ethiopia,Economy,2020,0.315125644,136
Africa,Ethiopia,Family,2020,1.001103282,136
Africa,Ethiopia,Freedom,2020,0.41256687,136
Africa,Ethiopia,Generosity,2020,0.227698103,136
Africa,Ethiopia,Government trust,2020,0.117437035,136
Africa,Ethiopia,Health (Life Expectancy),2020,0.483846247,136
Africa,Ethiopia,Score,2020,4.186200142,136
Africa,Madagascar,Economy,2020,0.244553208,137
Africa,Madagascar,Family,2020,0.823694348,137
Africa,Madagascar,Freedom,2020,0.192967549,137
Africa,Madagascar,Generosity,2020,0.191190064,137
Africa,Madagascar,Government trust,2020,0.076248638,137
Africa,Madagascar,Health (Life Expectancy),2020,0.500617027,137
Africa,Madagascar,Score,2020,4.165599823,137
Africa,Egypt,Economy,2020,0.875228941,138
Africa,Egypt,Family,2020,0.982539535,138
Africa,Egypt,Freedom,2020,0.373684734,138
Africa,Egypt,Generosity,2020,0.068801254,138
Africa,Egypt,Government trust,2020,0.095461793,138
Africa,Egypt,Health (Life Expectancy),2020,0.596911311,138
Africa,Egypt,Score,2020,4.151400089,138
Africa,Sierra Leone,Economy,2020,0.240560383,139
Africa,Sierra Leone,Family,2020,0.747984946,139
Africa,Sierra Leone,Freedom,2020,0.382027686,139
Africa,Sierra Leone,Generosity,2020,0.257647008,139
Africa,Sierra Leone,Government trust,2020,0.047940936,139
Africa,Sierra Leone,Health (Life Expectancy),2020,0.203953966,139
Africa,Sierra Leone,Score,2020,3.926399946,139
Africa,Burundi,Economy,2020,0,140
Africa,Burundi,Family,2020,0.403575271,140
Africa,Burundi,Freedom,2020,0.275399059,140
Africa,Burundi,Generosity,2020,0.187401786,140
Africa,Burundi,Government trust,2020,0.212186828,140
Africa,Burundi,Health (Life Expectancy),2020,0.295212835,140
Africa,Burundi,Score,2020,3.775300026,140
Africa,Zambia,Economy,2020,0.536833763,141
Africa,Zambia,Family,2020,0.896037281,141
Africa,Zambia,Freedom,2020,0.49131754,141
Africa,Zambia,Generosity,2020,0.250620902,141
Africa,Zambia,Government trust,2020,0.086705238,141
Africa,Zambia,Health (Life Expectancy),2020,0.36359334,141
Africa,Zambia,Score,2020,3.759399891,141
North America,Haiti,Economy,2020,0.284734428,142
North America,Haiti,Family,2020,0.646671355,142
North America,Haiti,Freedom,2020,0.169297516,142
North America,Haiti,Generosity,2020,0.463909656,142
North America,Haiti,Government trust,2020,0.161935672,142
North America,Haiti,Health (Life Expectancy),2020,0.37436673,142
North America,Haiti,Score,2020,3.720799923,142
Africa,Lesotho,Economy,2020,0.45493874,143
Africa,Lesotho,Family,2020,1.088940024,143
Africa,Lesotho,Freedom,2020,0.409367532,143
Africa,Lesotho,Generosity,2020,0.102627642,143
Africa,Lesotho,Government trust,2020,0.050483823,143
Africa,Lesotho,Health (Life Expectancy),2020,0.100934811,143
Africa,Lesotho,Score,2020,3.652800083,143
Asia,India,Economy,2020,0.730576158,144
Asia,India,Family,2020,0.644198656,144
Asia,India,Freedom,2020,0.581142247,144
Asia,India,Generosity,2020,0.237072483,144
Asia,India,Government trust,2020,0.105587982,144
Asia,India,Health (Life Expectancy),2020,0.54057014,144
Asia,India,Score,2020,3.573299885,144
Africa,Malawi,Economy,2020,0.176534727,145
Africa,Malawi,Family,2020,0.53036809,145
Africa,Malawi,Freedom,2020,0.487389833,145
Africa,Malawi,Generosity,2020,0.213185057,145
Africa,Malawi,Government trust,2020,0.131633952,145
Africa,Malawi,Health (Life Expectancy),2020,0.446163297,145
Africa,Malawi,Score,2020,3.538000107,145
Asia,Yemen,Economy,2020,0.392701775,146
Asia,Yemen,Family,2020,1.177477121,146
Asia,Yemen,Freedom,2020,0.243721485,146
Asia,Yemen,Generosity,2020,0.094689012,146
Asia,Yemen,Government trust,2020,0.087352127,146
Asia,Yemen,Health (Life Expectancy),2020,0.41500017,146
Asia,Yemen,Score,2020,3.527400017,146
Africa,Botswana,Economy,2020,0.997548997,147
Africa,Botswana,Family,2020,1.08569479,147
Africa,Botswana,Freedom,2020,0.50908941,147
Africa,Botswana,Generosity,2020,0.033407487,147
Africa,Botswana,Government trust,2020,0.101786368,147
Africa,Botswana,Health (Life Expectancy),2020,0.494101733,147
Africa,Botswana,Score,2020,3.478899956,147
Africa,Tanzania,Economy,2020,0.457163125,148
Africa,Tanzania,Family,2020,0.872674644,148
Africa,Tanzania,Freedom,2020,0.509343088,148
Africa,Tanzania,Generosity,2020,0.27154091,148
Africa,Tanzania,Government trust,2020,0.203880861,148
Africa,Tanzania,Health (Life Expectancy),2020,0.442677855,148
Africa,Tanzania,Score,2020,3.476200104,148
Africa,Central African Republic,Economy,2020,0.041072082,149
Africa,Central African Republic,Family,2020,0,149
Africa,Central African Republic,Freedom,2020,0.292814463,149
Africa,Central African Republic,Generosity,2020,0.253513217,149
Africa,Central African Republic,Government trust,2020,0.028264718,149
Africa,Central African Republic,Health (Life Expectancy),2020,0,149
Africa,Central African Republic,Score,2020,3.475899935,149
Africa,Rwanda,Economy,2020,0.343242675,150
Africa,Rwanda,Family,2020,0.522876322,150
Africa,Rwanda,Freedom,2020,0.604087889,150
Africa,Rwanda,Generosity,2020,0.235704988,150
Africa,Rwanda,Government trust,2020,0.485542476,150
Africa,Rwanda,Health (Life Expectancy),2020,0.572383285,150
Africa,Rwanda,Score,2020,3.312299967,150
Africa,Zimbabwe,Economy,2020,0.425564021,151
Africa,Zimbabwe,Family,2020,1.047835231,151
Africa,Zimbabwe,Freedom,2020,0.37740472,151
Africa,Zimbabwe,Generosity,2020,0.151349187,151
Africa,Zimbabwe,Government trust,2020,0.080928579,151
Africa,Zimbabwe,Health (Life Expectancy),2020,0.375037611,151
Africa,Zimbabwe,Score,2020,3.299200058,151
Africa,South Sudan,Economy,2020,0.289082974,152
Africa,South Sudan,Family,2020,0.553278506,152
Africa,South Sudan,Freedom,2020,0.065609254,152
Africa,South Sudan,Generosity,2020,0.209934607,152
Africa,South Sudan,Government trust,2020,0.111156799,152
Africa,South Sudan,Health (Life Expectancy),2020,0.208809033,152
Africa,South Sudan,Score,2020,2.816600084,152
Asia,Afghanistan,Economy,2020,0.30070585,153
Asia,Afghanistan,Family,2020,0.356433839,153
Asia,Afghanistan,Freedom,2020,0,153
Asia,Afghanistan,Generosity,2020,0.135234714,153
Asia,Afghanistan,Government trust,2020,0.001225785,153
Asia,Afghanistan,Health (Life Expectancy),2020,0.266051531,153
Asia,Afghanistan,Score,2020,2.566900015,153
Europe,Finland,Economy,2021,1.446,1
Europe,Finland,Family,2021,1.106,1
Europe,Finland,Freedom,2021,0.691,1
Europe,Finland,Generosity,2021,0.124,1
Europe,Finland,Government trust,2021,0.481,1
Europe,Finland,Health (Life Expectancy),2021,0.741,1
Europe,Finland,Score,2021,7.842,1
Europe,Denmark,Economy,2021,1.502,2
Europe,Denmark,Family,2021,1.108,2
Europe,Denmark,Freedom,2021,0.686,2
Europe,Denmark,Generosity,2021,0.208,2
Europe,Denmark,Government trust,2021,0.485,2
Europe,Denmark,Health (Life Expectancy),2021,0.763,2
Europe,Denmark,Score,2021,7.62,2
Europe,Switzerland,Economy,2021,1.566,3
Europe,Switzerland,Family,2021,1.079,3
Europe,Switzerland,Freedom,2021,0.653,3
Europe,Switzerland,Generosity,2021,0.204,3
Europe,Switzerland,Government trust,2021,0.413,3
Europe,Switzerland,Health (Life Expectancy),2021,0.816,3
Europe,Switzerland,Score,2021,7.571,3
Europe,Iceland,Economy,2021,1.482,4
Europe,Iceland,Family,2021,1.172,4
Europe,Iceland,Freedom,2021,0.698,4
Europe,Iceland,Generosity,2021,0.293,4
Europe,Iceland,Government trust,2021,0.17,4
Europe,Iceland,Health (Life Expectancy),2021,0.772,4
Europe,Iceland,Score,2021,7.554,4
Europe,Netherlands,Economy,2021,1.501,5
Europe,Netherlands,Family,2021,1.079,5
Europe,Netherlands,Freedom,2021,0.647,5
Europe,Netherlands,Generosity,2021,0.302,5
Europe,Netherlands,Government trust,2021,0.384,5
Europe,Netherlands,Health (Life Expectancy),2021,0.753,5
Europe,Netherlands,Score,2021,7.464,5
Europe,Norway,Economy,2021,1.543,6
Europe,Norway,Family,2021,1.108,6
Europe,Norway,Freedom,2021,0.703,6
Europe,Norway,Generosity,2021,0.249,6
Europe,Norway,Government trust,2021,0.427,6
Europe,Norway,Health (Life Expectancy),2021,0.782,6
Europe,Norway,Score,2021,7.392,6
Europe,Sweden,Economy,2021,1.478,7
Europe,Sweden,Family,2021,1.062,7
Europe,Sweden,Freedom,2021,0.685,7
Europe,Sweden,Generosity,2021,0.244,7
Europe,Sweden,Government trust,2021,0.448,7
Europe,Sweden,Health (Life Expectancy),2021,0.763,7
Europe,Sweden,Score,2021,7.363,7
Europe,Luxembourg,Economy,2021,1.751,8
Europe,Luxembourg,Family,2021,1.003,8
Europe,Luxembourg,Freedom,2021,0.639,8
Europe,Luxembourg,Generosity,2021,0.166,8
Europe,Luxembourg,Government trust,2021,0.353,8
Europe,Luxembourg,Health (Life Expectancy),2021,0.76,8
Europe,Luxembourg,Score,2021,7.324,8
Oceania,New Zealand,Economy,2021,1.4,9
Oceania,New Zealand,Family,2021,1.094,9
Oceania,New Zealand,Freedom,2021,0.665,9
Oceania,New Zealand,Generosity,2021,0.276,9
Oceania,New Zealand,Government trust,2021,0.445,9
Oceania,New Zealand,Health (Life Expectancy),2021,0.785,9
Oceania,New Zealand,Score,2021,7.277,9
Europe,Austria,Economy,2021,1.492,10
Europe,Austria,Family,2021,1.062,10
Europe,Austria,Freedom,2021,0.64,10
Europe,Austria,Generosity,2021,0.215,10
Europe,Austria,Government trust,2021,0.292,10
Europe,Austria,Health (Life Expectancy),2021,0.782,10
Europe,Austria,Score,2021,7.268,10
Oceania,Australia,Economy,2021,1.453,11
Oceania,Australia,Family,2021,1.076,11
Oceania,Australia,Freedom,2021,0.647,11
Oceania,Australia,Generosity,2021,0.291,11
Oceania,Australia,Government trust,2021,0.317,11
Oceania,Australia,Health (Life Expectancy),2021,0.801,11
Oceania,Australia,Score,2021,7.183,11
Asia,Israel,Economy,2021,1.376,12
Asia,Israel,Family,2021,1.074,12
Asia,Israel,Freedom,2021,0.509,12
Asia,Israel,Generosity,2021,0.208,12
Asia,Israel,Government trust,2021,0.119,12
Asia,Israel,Health (Life Expectancy),2021,0.788,12
Asia,Israel,Score,2021,7.157,12
Europe,Germany,Economy,2021,1.48,13
Europe,Germany,Family,2021,0.993,13
Europe,Germany,Freedom,2021,0.6,13
Europe,Germany,Generosity,2021,0.195,13
Europe,Germany,Government trust,2021,0.306,13
Europe,Germany,Health (Life Expectancy),2021,0.757,13
Europe,Germany,Score,2021,7.155,13
North America,Canada,Economy,2021,1.447,14
North America,Canada,Family,2021,1.044,14
North America,Canada,Freedom,2021,0.648,14
North America,Canada,Generosity,2021,0.246,14
North America,Canada,Government trust,2021,0.335,14
North America,Canada,Health (Life Expectancy),2021,0.798,14
North America,Canada,Score,2021,7.103,14
Europe,Ireland,Economy,2021,1.644,15
Europe,Ireland,Family,2021,1.092,15
Europe,Ireland,Freedom,2021,0.606,15
Europe,Ireland,Generosity,2021,0.238,15
Europe,Ireland,Government trust,2021,0.367,15
Europe,Ireland,Health (Life Expectancy),2021,0.753,15
Europe,Ireland,Score,2021,7.085,15
North America,Costa Rica,Economy,2021,1.134,16
North America,Costa Rica,Family,2021,0.966,16
North America,Costa Rica,Freedom,2021,0.673,16
North America,Costa Rica,Generosity,2021,0.105,16
North America,Costa Rica,Government trust,2021,0.083,16
North America,Costa Rica,Health (Life Expectancy),2021,0.722,16
North America,Costa Rica,Score,2021,7.069,16
Europe,United Kingdom,Economy,2021,1.423,17
Europe,United Kingdom,Family,2021,1.062,17
Europe,United Kingdom,Freedom,2021,0.58,17
Europe,United Kingdom,Generosity,2021,0.34,17
Europe,United Kingdom,Government trust,2021,0.306,17
Europe,United Kingdom,Health (Life Expectancy),2021,0.757,17
Europe,United Kingdom,Score,2021,7.064,17
Europe,Czech Republic,Economy,2021,1.37,18
Europe,Czech Republic,Family,2021,1.09,18
Europe,Czech Republic,Freedom,2021,0.58,18
Europe,Czech Republic,Generosity,2021,0.052,18
Europe,Czech Republic,Government trust,2021,0.046,18
Europe,Czech Republic,Health (Life Expectancy),2021,0.703,18
Europe,Czech Republic,Score,2021,6.965,18
North America,United States,Economy,2021,1.533,19
North America,United States,Family,2021,1.03,19
North America,United States,Freedom,2021,0.554,19
North America,United States,Generosity,2021,0.252,19
North America,United States,Government trust,2021,0.154,19
North America,United States,Health (Life Expectancy),2021,0.621,19
North America,United States,Score,2021,6.951,19
Europe,Belgium,Economy,2021,1.463,20
Europe,Belgium,Family,2021,0.998,20
Europe,Belgium,Freedom,2021,0.489,20
Europe,Belgium,Generosity,2021,0.088,20
Europe,Belgium,Government trust,2021,0.187,20
Europe,Belgium,Health (Life Expectancy),2021,0.747,20
Europe,Belgium,Score,2021,6.834,20
Europe,France,Economy,2021,1.421,21
Europe,France,Family,2021,1.081,21
Europe,France,Freedom,2021,0.536,21
Europe,France,Generosity,2021,0.092,21
Europe,France,Government trust,2021,0.235,21
Europe,France,Health (Life Expectancy),2021,0.804,21
Europe,France,Score,2021,6.69,21
Asia,Bahrain,Economy,2021,1.409,22
